collection_no,record_type,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,reference_nos,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,time_bins,time_contain,time_major,time_buffer,time_overlap,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,research_group,primary_reference,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified,direct_ma,direct_ma_error,direct_ma_method,formation_alt,member_alt,stratgroup_alt,interval_lb,interval_ub,rock_no_sr,formation_no,rock_unit_senior,rock2_no_sr,formation2_no,rock_unit_senior2,ma_lb,ma_ub,zone_species,non_taxon_zone,non_taxon_zone_label
3114,col,6.316667,51.083332,"Sophia Jacoba 6, Germany",0,,81,Paleocene,Paleocene,66,56,Anderson,1973,141,"141,142,231",DE,,,based on nearby landmark,minutes,small collection,"original reference in German; locality info given as:  Der Schacht liegt auf Mebtischblatt 4903 Erklenz und hat die Koordinaten r = 13002, h = 60377",gp_mid,13.92,40.23,315,H?ckelhoven,,,formation,,,,,,,,"""[The material] comes from a 0.5 m thick section covering the whole Paleocene sequence between 100 and 110 m of depth.""",-,-,-,Selandian,"Danian, Selandian, Thanetian",,,,,,,,,,,,,,,biostratigraphic,,,,,,,,"""The material was collected from waste material of the shaft Sophia Jacoba 6.""","This list comes from three separate references, PMPD refs 141, 142, 231.",marine invertebrate,"H. -J. Anderson. 1973. Die Fauna der palaeocaenen Hueckelhovener Schichten aus dem Schacht Sophia Jacoba 6 (Erkelenzer Horst, Niederrheinische Bucht). Geologica et Palaeontologica 7:175-187",1,61,150,M. Patzkowsky,K. Layou,C. Visaggi,7/26/99,3/11/04,0,0,,,,,Pa3,Pa3,20246,20246,H?ckelhoven,0,0,,61.6,59.7,,,
3117,col,13.4,52.516666,"Wafsmannsdorf, Germany",0,,6,Paleocene,Paleocene,66,56,Anderson,1975,142,"142,231",DE,,,based on political unit,minutes,,,gp_mid,19.81,41.39,315,H?ckelhoven,,,formation,,,,,,,,,-,-,-,Selandian,"Danian, Selandian, Thanetian",,,,,,,,,,,,,,,biostratigraphic,,,,,,,,,,marine invertebrate,"H. -J. Anderson. 1975. Die Fauna der palaeocaenen Hueckelhovener Schichten aus dem Schacht Sophia Jacoba 6 (Erkelenzer Horst, Niederrheinische Bucht). Teil 3: Scaphopoda, Gastropoda, Cephalopoda. Geologica et Palaeontologica 9:141-171",1,61,150,M. Patzkowsky,K. Layou,C. Visaggi,7/27/99,3/11/04,0,0,,,,,Pa3,Pa3,20246,20246,H?ckelhoven,0,0,,61.6,59.7,,,
3121,col,12.583333,55.666668,"Kopenhagen, Denmark",0,,10,Paleocene,Paleocene,66,56,Anderson,1975,142,"142,231",DK,,,based on nearby landmark,minutes,,,gp_mid,19.36,44.56,302,Lellinge Greensand,,,formation,,,,,,,,,-,-,-,Selandian,"Danian, Selandian, Thanetian",,,,,,,,,,,,,,,biostratigraphic,,,,,,,,,,marine invertebrate,"H. -J. Anderson. 1975. Die Fauna der palaeocaenen Hueckelhovener Schichten aus dem Schacht Sophia Jacoba 6 (Erkelenzer Horst, Niederrheinische Bucht). Teil 3: Scaphopoda, Gastropoda, Cephalopoda. Geologica et Palaeontologica 9:141-171",1,61,150,M. Patzkowsky,K. Layou,C. Visaggi,7/27/99,3/11/04,0,0,,,,,Pa3,Pa3,20224,20224,Lellinge Greensand,0,0,,61.6,59.7,,,
3611,col,-98.859718,29.441668,USGS M8700,0,,19,Early Campanian,Middle Campanian,83.6,76.4,Elder,1996,216,"21,629,915",US,Texas,Medina,,seconds,small collection,"road 1957, 3.2 km east of Rio Medina in road cut on hill",gp_mid,-64.06,37.63,101,Anacacho Limestone,Midway,Upper,,Baculites asperiformis,,,,,,,"Swezey and Sullivan (2004) correlate the Anacacho LS to the Baculites sp. (weak flank ribs), Baculites sp. (smooth) zone, which is late upper Campanian in Gradstein et al., 2004, through the Baculites maclearni zone., which is middle Campanian in Gradstein et al., 2004.",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian",,"""carbonate""",,,,,,,,,,marine indet.,,,biostratigraphic,field collection,USGS,some macrofossils,,,,,,,"GCP,marine invertebrate","W. P. Elder. 1996. Bivalves and Gastropods from the Middle Campanian Anacacho Limestone, south central Texas. Journal of Paleontology 70(2):247-271",1,61,351,M. Patzkowsky,K. Layou,L. Eccles,8/5/99,9/30/11,,,,,,,Cm2,Cm2,20215,20213,Anacacho (Upper),0,0,,80.6,80.21,asperiformis,,
3612,col,-98.673615,29.444445,USGS M8702,0,,13,Middle Campanian,Middle Campanian,80.6,76.4,Elder,1996,216,"21,629,915",US,Texas,Bezar,,seconds,small collection,pipeline excavation on Road 1957 0.4 km west of junction road 151,gp_mid,-63.86,37.58,101,Pecan Gap Chalk,,,,,,,,,,,,Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian",,"""carbonate""",,,,,,,,,,marine indet.,,,biostratigraphic,field collection,USGS,some macrofossils,,,,,,,"GCP,marine invertebrate","W. P. Elder. 1996. Bivalves and Gastropods from the Middle Campanian Anacacho Limestone, south central Texas. Journal of Paleontology 70(2):247-271",1,61,351,M. Patzkowsky,K. Layou,L. Eccles,8/5/99,9/30/11,0,0,,,,,Cm2,Cm2,20233,20233,Pecan Gap,0,0,,80.6,80.21,,,
3614,col,-99.141113,29.347221,TMM BEG 800,0,,5,Early Campanian,Middle Campanian,83.6,76.4,Elder,1996,216,"21,629,915",US,Texas,Medina,based on political unit,seconds,small collection,"South bank of Medina River at place where irrigation water is siphoned under the river the second time, 3.2 km N of Rio Medina",gp_mid,-64.39,37.62,101,Anacacho Limestone,Midway,Upper,,,,,,,,,"Swezey and Sullivan (2004) correlate the Anacacho LS to the Baculites sp. (weak flank ribs), Baculites sp. (smooth) zone, which is late upper Campanian in Gradstein et al., 2004, through the Baculites maclearni zone., which is middle Campanian in Gradstein et al., 2004.",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian",,"""carbonate""",,,,,,,,,,marine indet.,,,biostratigraphic,survey of museum collection,TMM,some macrofossils,,,,,,,"GCP,marine invertebrate","W. P. Elder. 1996. Bivalves and Gastropods from the Middle Campanian Anacacho Limestone, south central Texas. Journal of Paleontology 70(2):247-271",1,61,351,M. Patzkowsky,K. Layou,L. Eccles,8/5/99,9/30/11,,,,,,,Cm2,Cm2,20215,20213,Anacacho (Upper),0,0,,80.6,80.21,,,
3632,col,-100.300278,29.190832,Anacacho (collective),0,,58,Middle Campanian,Middle Campanian,80.6,76.4,Elder,1996,216,"21,629,915",US,Texas,,based on nearby landmark,seconds,local area,,gp_mid,-65.66,37.79,101,Anacacho Limestone,Midway,Upper,,Bostrychoceras polyplocum,,,,,,,"AGE: Late Campanian, on the basis of ammonoid biostratigraphy; Bostrychoceras polyplocum zone; was originally entered as Middle Campanian. Comment by J. Sessa: Swezey and Sullivan (2004) correlate this bed to the Baculites maclearni zone, which is middle Campanian in Gradstein et al., 2004. Also, Bostrychoceras polyplocum zone spans almost the entire middle Campanian and part of the upper Campanian, thus I have changed the interval back to middle Campanian. ",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian",,"""carbonate""",,,,,,,,,,marine indet.,,,biostratigraphic,"field collection,survey of museum collection",,,,,,,this list is a compilation of field and museum collections as well as the literature,,"GCP,marine invertebrate","W. P. Elder. 1996. Bivalves and Gastropods from the Middle Campanian Anacacho Limestone, south central Texas. Journal of Paleontology 70(2):247-271",1,61,351,M. Patzkowsky,K. Layou,L. Eccles,8/5/99,9/30/11,,,,,,,Cm2,Cm2,20215,20213,Anacacho (Upper),0,0,,80.6,80.21,polyplocum,,
3870,col,-75.43639,39.78222,"Oldmans Creek, NJ (Locality 3)",0,,24,Campanian,Campanian,83.6,72.1,Bernstein,1988,259,259,US,New Jersey,Gloucester,based on nearby landmark,seconds,small collection,"spoil by the irritgation pond along the west side of Auburn-Swedesboro Road, 0.4 mi NE of Oldmans Creek",gp_mid,-35.9,40.3,109,Marshalltown,,,formation,,Locality 3,,,,,,,Campanian,Campanian,Campanian,Campanian,Campanian,,"""shale""",glauconitic,,,,,,,,,,,,biostratigraphic,field collection,,,,,,,,,marine invertebrate,M. R. Bernstein. 1988. Local invertebrate assemblages in the Upper Cretaceous Marshallton Formation along the valley of Oldmans Creek in southern New Jersey. Northeastern Geology 10(3):202-215,1,61,150,M. Patzkowsky,K. Layou,C. Visaggi,8/11/99,3/11/04,0,0,,,,,Cm3,Cm3,18871,18871,Marshalltown,0,0,,76.4,72.1,,,
3877,col,-75.43639,39.78222,"Oldmans Creek, NJ (Locality 4)",0,,31,Campanian,Campanian,83.6,72.1,Bernstein,1988,259,259,US,New Jersey,Gloucester,based on nearby landmark,seconds,small collection,"Exposure in the floor of a large borrow pit, 0.3 mi E of Auburn, N of the NJ turnpike and S of Oldmans Creek",gp_mid,-35.9,40.3,109,Marshalltown,,,formation,,Locality 4,,,,,,,Campanian,Campanian,Campanian,Campanian,Campanian,,"""shale""",glauconitic,,"sandy,calcareous",,,,,,,,,,biostratigraphic,"field collection,observed (not collected)",,,,,,,,,marine invertebrate,M. R. Bernstein. 1988. Local invertebrate assemblages in the Upper Cretaceous Marshallton Formation along the valley of Oldmans Creek in southern New Jersey. Northeastern Geology 10(3):202-215,1,61,150,M. Patzkowsky,K. Layou,C. Visaggi,8/11/99,3/11/04,0,0,,,,,Cm3,Cm3,18871,18871,Marshalltown,0,0,,76.4,72.1,,,
3883,col,-75.43639,39.78222,"Oldmans Creek, NJ (Locality 5)",0,,33,Campanian,Campanian,83.6,72.1,Bernstein,1988,259,259,US,New Jersey,Gloucester,based on nearby landmark,seconds,small collection,"Creekbank exposure along the tributary on teh N side of Oldmans Creek between Rainey Road and teh NJ Turnpike, 0.2 mi N of the cut-off dirt road",gp_mid,-35.9,40.3,109,Marshalltown,,,formation,,Locality 5,,,,,,,Campanian,Campanian,Campanian,Campanian,Campanian,,sandstone,glauconitic,,,,,,,,,,,,biostratigraphic,"field collection,observed (not collected)",,,,,,,,,marine invertebrate,M. R. Bernstein. 1988. Local invertebrate assemblages in the Upper Cretaceous Marshallton Formation along the valley of Oldmans Creek in southern New Jersey. Northeastern Geology 10(3):202-215,1,61,150,M. Patzkowsky,K. Layou,C. Visaggi,8/11/99,3/11/04,0,0,,,,,Cm3,Cm3,18871,18871,Marshalltown,0,0,,76.4,72.1,,,
4101,col,-88.9425,34.63111,Sohl and Koch OFR # 10,0,E Dumas; USGS # 26346,93,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1983,283,"28,329,915",US,Mississippi,Tippah,,seconds,small collection,,gp_mid,-54.55,41,101,Chiwapa,,Upper,member,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,gray",lithified,"silty,calcareous",,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1983. Upper Cretaceous (Maestrichtian) Mollusca from the Haustator bilira Assemblage Zone in the East Gulf Coastal Plain. USGS Open File Report 83-451:1-239,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19649,19647,Chiwapa (Upper),0,0,,72.1,71.7,gansseri,,
4102,col,-88.84,34.63055,Sohl and Koch OFR # 11,0,S Dumas; USGS # 25416,27,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1983,283,"28,329,915",US,Mississippi,Tippah,,seconds,small collection,,gp_mid,-54.44,40.96,101,Chiwapa,,Uppermost,member,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,calcareous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1983. Upper Cretaceous (Maestrichtian) Mollusca from the Haustator bilira Assemblage Zone in the East Gulf Coastal Plain. USGS Open File Report 83-451:1-239,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
4103,col,-88.90083,34.46417,Sohl and Koch OFR # 12,0,Mound City; USGS # 32311,22,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Mississippi,Union,,seconds,small collection,,gp_mid,-54.59,40.83,101,Chiwapa,,,formation,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,glauconitic,lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
4104,col,-88.90083,34.46417,Sohl and Koch OFR # 13,0,Mound City; USGS # 32312,52,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Mississippi,Union,,seconds,small collection,,gp_mid,-54.59,40.83,101,Chiwapa,,,formation,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,red or brown",lithified,calcareous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
4105,col,-88.9025,34.46167,Sohl and Koch OFR # 14,0,Mound City; USGS # 32310,45,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Mississippi,Union,,seconds,small collection,,gp_mid,-54.59,40.83,101,Chiwapa,,,formation,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,glauconitic,lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
4106,col,-88.90583,34.45833,Sohl and Koch OFR # 15,0,Mound City; USGS # 32309,35,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Mississippi,Union,,seconds,small collection,,gp_mid,-54.6,40.83,101,Chiwapa,,,member,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,glauconitic,,silty,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
4109,col,-88.92055,34.35583,Sohl and Koch OFR # 18,0,Center Hill Church; USGS # 32323,31,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Mississippi,Pontotoc,,seconds,small collection,,gp_mid,-54.67,40.74,101,Chiwapa,,,formation,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,glauconitic,,,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
4110,col,-88.92055,34.35583,Sohl and Koch OFR # 19,0,Center Hill Church; USGS # 32324,39,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Mississippi,Pontotoc,,seconds,small collection,,gp_mid,-54.67,40.74,101,Chiwapa,,,formation,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,glauconitic,,silty,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
4111,col,-88.91861,34.35333,Sohl and Koch OFR # 20,0,Center Hill Church; USGS # 32322,50,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Mississippi,Pontotoc,,seconds,small collection,,gp_mid,-54.67,40.73,101,Chiwapa,,,formation,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,glauconitic,,silty,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
4112,col,-88.97611,34.21084,Sohl and Koch OFR # 21,0,Webster Cr; USGS # 32321,28,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Mississippi,Pontotoc,,seconds,small collection,,gp_mid,-54.8,40.62,101,Chiwapa,,,formation,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,glauconitic,,,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
4113,col,-88.98111,34.18611,Sohl and Koch OFR # 22,0,Calloway Cr; USGS # 32320,36,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Mississippi,Pontotoc,,seconds,small collection,,gp_mid,-54.81,40.6,101,Chiwapa,,,formation,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,red or brown",lithified,calcareous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
4115,col,-88.95639,34.16139,Sohl and Koch OFR # 24,0,Garrett Cr; USGS # 32319,12,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Mississippi,Pontotoc,,seconds,small collection,,gp_mid,-54.8,40.57,101,Chiwapa,,Lower,member,Gansserina gansseri,,,,,,,"No forams have been recovered from this unit, it is assigned to the Gansserina gansseri zone by Mancini et al. (1996) by sequence stratigraphy and the biostratigraphy of surrounding units. Haustator bilira assemblage zone.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,glauconitic,lithified,silty,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,166,M. Kosnik,M. Kosnik,M. Clapham,8/14/99,7/4/17,0,0,,,,,Ma1,Ma1,19647,19647,Chiwapa,0,0,,72.1,71.7,gansseri,,
